Entity1,Entity2,y_true,ChatGPT40-mini_baseline_y_pred,WebRag_y_pred
|Title: Shimano Ultegra PD-R8000 SPD-SL Pedals |Price: 14003 JPY |Description: Shimano Ultegra PD-R8000 SPD-SL PedalsPedal System: SPD-SLAverage Weight: 248gOne set of Shimano SH11 cleats included,|Brand: Asus |Title: ASUS ROG Spatha gaming mouse (90MP00A1-B0UA00) |Price: 91.408.33 HUF |Description: Total control that will ensure victory in MMO games,0,0,0
|Title: Manfrotto MK290LTA3-V Tripod Kit Video 290 Light |Price: 293.81 AUD,"|Title: 290 LIGHT ALU BEFREE LIVE FLUID VIDEO HE |Price: 4.190002E2 NZD |Description: Manfrotto 290 light aluminium tripod with befree live fluid video headProduct DescriptionThis version of 290 light is a tripod with head for vlogger and mobile journalist that features the new Befree live fluid video head. This video tripod kit combines great performances and innovative design touches with total durability. The new befree live video head provide professional fluidity on pan & tilt ensuring you’ll have an intuitive video tripod set that will stand the test of time. A clever compact and lightweight design makes it especially easy to carry.Great user-friendly design features include aluminium leg tubes, built to stay completely rigid for your peace of mind when up. Top castings enhance its stability even further, and aluminium leg locking levers give you the flexibility to tighten as needed. This makes the tripod with fluid head reliable even with heavy use over time. You can have great flexibility to create the perfect footage by adjusting the 2 leg angles and levelling with the centre column. The Manfrotto designed rubber leg warmer increase the grip and makes it very handy.FeaturesFlexible shooting with 2 leg anglesDurable aluminium adjustable leg locksFirm grip thanks to rubber leg warmersSmoother movement with Fluid Drag SystemTripod with head made to Italian quality standardsSpecificationsWeight1.8 kgTop Attachment1 4'' screw, 3 8'' screwLeg Sections3Ball LockingYesMin Height42.5 cm",1,0,1
"|Title: D´Addario EXL115BT Balanced Nickel Wound Electric Strings 11-50. |Price: 6.9 EUR |Description: D´Addario EXL115BT Balanced Nickel Wound Electric Strings 11-50. Balanced Tension electric guitar sets are designed using scientific formulas to create an equal feel between all strings. This allows for each string to be played equally with the same downward force and flexibility across the set. D'Addario XL Nickel Wound Electric Guitar strings are world-renowned as ""The Player's Choice"" amongst players of all genres and styles. XL's are precision wound with nickelplated steel on a hex-shaped core, resulting in strings with a distinctive bright tone and excellent intonation.Gauges: 011 - 015 - 019 - 028 - 037 - 050","|Title: D'Addario XL Nickel Wound Balanced Tension Electric Guitar Strings |Price: 5.49 USD |Description: D'Addario XL Nickel Wound Balanced Tension Electric Guitar StringsD'Addario XL Nickel Wound Balanced Tension Electric Guitar Strings are comprised of mathematically optimized string gauge combinations, resulting in greater control and playing comfort. Combined with the distinctive bright tone of XL nickel wound strings, each set offers greater dynamic control and a more consistent feel between strings for evenly balanced bending, strumming, fretting, picking, plucking and slapping.Order yourD'Addario XL Nickel Wound Balanced Tension Electric Guitar Strings from Kincaid's Is Music today!",1,1,0
"|Title: SRAM Disc Brake Pads - Organic Compound, Aluminum Backed, Quiet Light, For Trail, Guide, and G2 |Price: 30.00 USD |Description: Original equipment pads for no-compromise disc brake performance.Aluminum backed organic pad is quiet and lightweightEach pad kit includes two pads, a pad spreader spring, pad pin and clipSpecificationsHeat Sink:NoPad Shape Number:58Backing Plate Material:AluminumCompound:Organic","|Title: Bottom Bracket Tool (Octalink   Isis) |Price: 17.95 USD |Description: Park's BBT-18 is a heavy duty, investment cast tool for installing and removing all Shimano, ISIS Drive, and ISIS Overdrive 8-notch bottom bracket cups.",0,0,0
|Brand: Sandisk |Title: Pendrive 3.0 Sandisk Cruzer Glide 16 GB |Price: 5034 CLP,|Title: Pendrive 16GB USB 2.0 Kingston DT104 |Price: 10 EUR,0,0,0
"|Brand: Brother |Title: Brother Printer MFCL8900CDW Business Color Laser All-in-One with Advanced Duplex and Wireless Networking, Amazon Dash Replenishment Enabled |Price: 468.63 USD |Description: The BrotherMFC-L8900CDW color laser All-in-One is an exceptional multi-use option for businesses that require large print and copy volume without compromising quality. This high-performance All-in-One helps to increase productivity with lightning-quick print speeds up to 33 ppm and scan speeds for double-sided pages up to 58 ipm. Advanced security features help limit document and device access and lower costs by restricting color printing. The Brother All-in-One is an affordable business solution that delivers secure document handling with quality output. This diverse office printer and copier is incredibly flexible. The built-in wireless 802.11b g n and Gigabit Ethernet network interface allows for easy setup and sharing on your wireless or wired network. Print from your mobile devices via AirPrint, Google Cloud Print2.0, Mopria, Brother iPrint&Scan, Cortado Workplace, Wi-Fi Direct and NFC. You can also scan to your mobile devices with the Brother iPrint&Scan application and to popular destinations including SharePoint, email, SSH Server (SFTP), cloud services, and more thanks to a 70-page capacity auto document feeder or legal-size document glass. The MFC-L8900CDW All-in-One produces reports, charts, brochures, presentations, and other important business documents with sharp text and vivid color. The 5” color Touchscreen display infused into the Brother All-in-One offers easy navigation of the menu and creation of up to 64 customized shortcuts. Plus, free online, phone,","|Title: Gardeon 9 Seat Outdoor Dining Setting with Cover - Black |Price: 2,199.99 AUD |Description: 12 Months Warranty for Peace of MindTracked Shipping Within AustraliaInvite your friends and family over for a garden party or just sit back and relax with our Gardeon Oudoor Sofa Dining Set. Being a 9-seater, the dining set provides enough room for all your guests to sit or for you to have a lie down and enjoy a book. You can arrange the seats in various ways depending on your needs and there are hooks included to secure the seats firmly together.The sofa is made of sturdy powder-coated steel frame with quality PE wicker finish that not only looks stylish but is perfect for outdoor use as it is both UV-resistant and weatherproof. The cushions and pillows on the sofa are 5cm thick to provide ultimate comfort and are waterproof as well.The set also includes a matching table that has a 5mm tempered glass top with buffers for added protection. There is a bonus storage cover for you can protect the set from sun and rain when not in use, so that you can keep enjoying your garden parties for many years to come.Features 9-seater sofa dining set Powder-coated steel frame High-quality PE wicker finish UV-resistant for 1500 hours 5mm thick tempered glass top 5cm thick seat cushions Removable and washable covers Soft and comfortable pillows Flexible arrangement Easy assembly *Storage cover is includedSpecifications: Frame material: Steel Material: PE Wicker Table top: 5mm Tempered glass Table capacity: 70kg Chair load-bearing: 300kg UV resistance: 1500 hoursTable：118cm x 66xm x 70cmDouble seat sofa: 102cm x 53cm x 68cm Corner sofa: 99cm x 53cm x 68cm Ottoman：38cm x 38cm x 37cm Cushion colour: Dark grey Wicker colour: BlackPackage Content 2 x Double seat sofa 1 x Corner sofa1 x Table 3 x Ottoman 3 x Sofa cushion 7 x Pillow 3 x Ottoman cushion 1 x Storage cover 1 x Manual",0,0,0
|Title: Canon Original CLI-271XL High Yield Magenta Ink |Price: 27.99 USD |Description: Original CLI-271XL Magenta HY Canon InkCompatible with:PIXMA MG5720PIXMA MG5721PIXMA MG5722PIXMA MG6820PIXMA MG6821PIXMA MG6822PIXMA MG7720PIXMA TS5020PIXMA TS6020PIXMA TS8020PIXMA TS9020,|Title: Original Canon PFI-707C Cyan 700ml Inku00a0 |Price: 478.99 USD |Description: Original Canon PFI-707C Cyan 700ml InkCompatible with:imagePROGRAF iPF830,0,0,0
"|Title: Lexmark C792A1KG Black Toner Cartridge, Standard |Price: 185.99 USD |Description: Staples.com: Lexmark Black Toner Cartridge (C792A1KG), Return Program with fast and free shipping on select orders.",|Title: Sharp MX-36GTBA Toner schwarz |Price: 49.9 EUR,0,0,0
"|Brand: Seagate |Title: EXT 1TB SG BACKUP+SLIM RED |Price: 106.18 BGN |Description: SEAGATE HDD 1TB EXT USB3.0 2.5\"" RED",|Title: 2TB Backup Plus Slim - Red |Price: 119.99 NZD |Description: Textured metal finish fits in with modern lifestyle elements.,0,0,0
"|Title: Race X Lite Tube (700c, Presta Valve) |Price: 12.99 USD |Description: Reducing rotating weight is one of the greatest improvements you can make to any bike, which is why Bontrager's Race X Lite Tube uses a 0.6mm wall thickness to keep the weight low. And, it's...",|Brand: CONTINENTAL |Title: CONTINENTAL CONTI R GP5000FLD 700x32C TUBELESS |Price: 109.99 AUD,0,0,0
"|Brand: GARMIN |Title: GARMIN Garmin Striker 4 FishfinderQuickdraw Contour |Price: 159.99 CAD |Description: Finding fish is easier than ever with STRIKER 4 fishfinder. Mark and return to your hot spots, boat ramps and docks, and share your favorite waypoints and routes with other STRIKER and echoMAP™ combos. Smooth Scaling™ graphics provide uninterrupted imager","|Title: Philips TL5 HE 35W 830 (MASTER) | 145cm - Warm White |Price: 4.2E0 EUR |Description: Philips TL5 HE 35W 830 - 145cmat tiny prices! Fast shipping. Philips quality in large quantities with important discounts! Contact us!Philips TL5 HE 35W 830 - 145cmspecificationsPhilips TL5 High Efficiency Philips TL5 HE neon lights are fluorescent tubes that provide a high light output and an excellent flux maintenance. These lamps are very efficient and will save you energy. These tubes are compatible with an electronic ballast. With a length of 145 cm, Philips TL5 HE 35W 830 - 145cmhave a G5 base type.Philips TL5 HE 35W 830 - 145cmwill provide a warm white light, corresponding to a color temperature of 3000K.",0,0,0
"|Brand: Hotpoint |Title: Hotpoint BIWMHG71284 7kg 1200 Spin Integrated Washing Machine |Price: 325.0 GBP |Description: Enjoy fresh, clean clothes at the touch of a button with the addition of the Hotpoint BIWMHG71284UK to your home; with powerful Hotpoint technology, durability and energy efficiency the BIWMHG71284UK will ensure that your clothes are kept ultra-clean and that t it carries on being extremely reliable for years to comeBoasting great functionality, the Hotpoint BIWMHG71284UK has a number of settings to ensure that your clothes get the treatment that they deserve. These functions range from the Anti Stain Anti Stain Quick Wash programmes, the Anti Stain programmes helps to ensure your clothes are perfectly spotless, able to remove the most common of household stains at 20 degreesHotpoint's innovative design uses an Inverter Direct Drive motor and has been created to ensure maximum power is used at all time, running at an almost silent level of noise and ensuring there's little to no energy wastage, the Hotpoint BIWMHG71284UK is durable and energy efficient.The ideal washing machine for an energy conscious home the Hotpoint BIWMHG71284UK has been awarded an impressive A+++ rating for energy efficiency, this means that whilst running, it works to be as kind to the environment as possible whilst keeping your bills down as low as possible.VideoSpecificationsView ProductData SheetServicesInstallation - £75We can fully install your new washing machine on the day we deliver to save you the hassle of fitting it. Here's what we'll do when you select this service:• Check the existing plumbing and electrical connections are safe.• Carefully unpack and check the new washing machine.• Fit it in place and adjust the feet so it sits level.• Refit your existing cupboard door.• Put it on a test wash to ensure it works properly with no leaks. • Give you a short demonstration on how to use it and provide an installation certificate.• Take away all the bulky packaging.Disposal - £10We can take away your old appliance whilst we deliver your new one, saving you a trip to the tip. The appliance must be disconnected and ready to go - unless you have selected the installation option, then we'll disconnect it for you.For more information about our services please see our terms and conditions.",|Brand: Blomberg |Title: BLOMBERG LWF174310W 7KG 1400 SPIN WASHING MACHINE A+++ |Price: 319.99 GBP |Description: Washing MachinesBrand NameBlombergShipping Depth56 cmWeight (Approximate)67 kgShipping Height88 cmDepth55 cmBluetoothYesShipping Width65 cmColourWhiteLoad Capacity (kg)7 kgDisplay Screen TypeDigital DisplaySpin Speed (rpm)1400 SpinNumber of Programmes15ProgrammesCottonDelicate WashAnti StainRinse CycleEcoDrain & SpinSyntheticWoolFast Full Load   Mini 14Dark WashSportswearHygiene+BeddingShirtsQuick Wash Time (Full Load)28 minutesSize of Porthole (cm)34 cmSpinning Efficiency ClassBHeight84 cmDoor Opening Angle (°)170 °ManufacturerBlombergProduct TypeWashing MachineWater Supply (Cold Hot)ColdWidth60 cmInstallation TypeFreestandingControl TypeDial & Touch Buttons,0,0,0
|Title: Johnnie WalkerGREEN 750ML 15 year old |Price: 58.99 USD,"|Title: Johnnie Walker, 12 Y - Black Label |Price: 39.90 EUR",0,0,0
"|Brand: Elite Home Store |Title: 36\"" Gas Downdraft Knob Cooktoop. Stainless Steel |Price: 0.0 CAD |Description: 17K BTU Professional BurnerProvides the ability to use high-temperature cooking methods suc...",|Brand: Citizen |Title: Citizen ARBlue Resin Date Display Stainless Steel Case AW1158-05L |Price: 124.17 GBP,0,0,0
"|Title: Cruzer Glide USB Flashdrive - 32GB |Price: 19.99 NZD |Description: Secure and reliable portable storage with USB 3.0 performance and high capacities make it ideal for all your photos, videos, music, and other files.","|Title: Galaxy A21s 3+32GB Sort |Price: 2690.00 NOK |Description: Smarttelefon, 6.5'' HD+skjerm, 48MP 8MP 2MP 2MP kamera, Android",0,0,0
"|Title: Canon EF 200mm f2.8 L USM MKII Lens |Price: 634.35 GBP |Description: Canon EF 200mm f2.8 L USM MKII Lens Canon EF 200mm f2.8 L USM MKII Lens. Canon EF 200mm f2.8 L USM MKII LensTelephoto lens boasting high image quality and carrying ease. With two UD-glass elements and rear focusing to correct aberrations, image delineation is extremely sharp. Background blur is also natural-looking. The lens comes with a dedicated, detachable hood.Zoom or PrimePrimeFocal length - wide (mm)200Focal length - tele (mm)200Max aperture - wide2.8Max aperture - tele2.8Autofocus motorUSMLens mountCanon EFImage stabilisationNoSensor formatFull FrameFilter thread (mm)72Hood modelET-83 BIIMinimum focus distance1.5mWeight (g)765Size83.2x136.2mmColourBlackMinimum aperturef 32Lens elements9Lens groups7Aperture blades8Focus mechanismUSMMF switchFull-time manual over rideTele-converter compatibilityYesEnlargement Ratio1:6.3 Included Accessories: Hood and case. Canon. 2529A015AA. 0082966213311",|Brand: Belkin |Title: Cable Belkin DuraTek Lightning a USB - Oro |Price: 89000 COP,0,0,0
"|Title: HD 3,5 8TB 7200RPM IRONWOLF SEAGATE |Price: 271.29 EUR","|Title: Seagate Ironwolf 10TB 3.5in NAS Hard Drive |Price: 479.00 AUD |Description: Seagate ST10000VN0004, 7200RPM, SATAIII 6GB S, 3.5in, 10TB capacity, AgileArray, 256MB cache. Tough, ready, and scalable. IronWolf drives are NAS-optimized for 24x7 in NAS enclosures. Tuned with AgileArray and multi-user technology, IronWolf allows you to do more with your NAS. Backed by a 3 year Seagate warranty.",0,0,0
|Brand: Skouts Honor |Title: Skout D Shmpo Cond Unscnt 16oz |Price: 21.99 USD |Description: Skout'S Honor Dog Shampoo Conditioner Unscented 16oz,|Brand: Skouts Honor |Title: Skout D Shmpo Hnysckl 16oz |Price: 19.99 USD |Description: Skout'S Honor Dog Shampoo Honeysuckle 16oz,0,0,0
|Brand: Manfrotto |Title: Manfrotto MVK500190 XV Fluid Video Head with 190X Video Aluminium Tripod & Levelling Column Kit |Price: 359 GBP |Description: The Manfrotto 500 Fluid Video Head with 190X Video Aluminum Tripod & Leveling Column Kit includes a flat base fluid video head and a flat base 2-stage tripod with ball-leveling center column.,"|Title: Brother MFC MFC-L5900DW Laser Multifunction Printer |Price: 579.95 CAD |Description: Monochrome laser all-in-one offers fast print and copy speeds of 42 pages per minute. 3.7\"" touch screen makes navigating through the menu options fast and simple. Advanced security features help restrict unauthorized printing and protect your sensitive documents. 300-sheet capacity is expandable to",0,0,0
"|Title: SRAM PG-820 Cassette - 8 Speed, Black |Price: 19.0 USD |Description: DuraBlast (black) steel cogs with weight reduction portsShimano SRAM compatible spacing, fits Shimano SRAM freehub bodiesTooth profiling designed for optimal performance when used in combination with SRAM PowerChains",|Brand: SRAM |Title: SRAM PC951 9 Speed Chain |Price: 39.00 NZD,0,0,0
|Title: AAA Replica Omega Seamaster Planet Ocean 600M Co-Axial 39.5 Master Chronometer Watch 215.33.40.20.03.001 |Description: AAA Replica Omega Seamaster Planet Ocean 600M Co-Axial 39.5 Master Chronometer Watch 215.33.40.20.03.001 for sale from China with good prices.,|Title: Omega Seamaster 215.33.40.20.01.001,0,0,0
"|Brand: SRAM |Title: SRAM Cassette PG-820 11 32 8 Speed |Price: 1190.0 INR |Description: Features:Shimano-compatibleSpecification:Cassette Body TypeShimano SRAM 8, 9, 10 SpeedCassette Cogs11-12-14-16-18-21-26-32Drivetrain Speeds8Range11-32",|Brand: Canon |Title: 135mm f 2.0L USM Telephoto Lens for Canon SLR Cameras 2520A004 |Price: 999.00 USD |Description: The fastest 135mm telephoto lens in its class. Ideal for indoor sports and portraits with background blur.,0,0,0
|Title: APC - Replacement Battery Cartridge #2 |Price: 723.00 NOK |Description: APC Replacement Battery Cartridge #2 - Batteri blysyre,|Brand: Fenix |Title: Fenix 21700 5000 mAh Li-ion Protected Battery |Price: 25.95 GBP,0,0,0
"|Title: 10 Rounds of 2 ounce #4 shot 12ga Ammo by Winchester |Price: 24 USD |Description: If you're going after Old Tom, you'd do well to bring this Winchester Long Beard XR shotshell load with your trusty 12 gauge. Manufactured in the US, these 3-1 2\"" super magnum shells come in boxes of 10 and fire a 2 oz. payload of #4 birdshot at 1,200 feet per second.This ammunition's most distinctive feature is Shot-Lok, a buffering resin that forms a solid block around the shot. The resin fractures when the shell is fired, instantly forming a buffer that virtually eliminates pellet deformation. According to Winchester, Shot-Lok enables these shells to put twice as many pellets in a 10 inch circle at 60 yards as the competition. That's a considerable improvement over the typical 40-yard effective range of most turkey loads!These shells should only be used with shotguns designed to accommodate their 3-1 2\"" length.","|Title: 250 Rounds of 1 ounce #8 shot 12ga Ammo by Winchester |Price: 72.95 USD |Description: If you’re a skeet shooter you understand the importance of high volume shooting. Not only do you go through ammunition on the course working on achieving higher scores but you also go through a great deal during target practice. After all, you’re not going to improve your scores without practice, and that means more trigger time. If you want to be a high volume shooter you should make sure you keep your gun loaded with well-made ammunition, and with Winchester, you can be confident that’s what you’re getting. These Winchester rounds are made for your 12-gauge shotgun. Each round is 2 ¾” long and has a 1 ounce load, which provides substantial power for propelling the buckshot within towards your target with destructive force. Larger loads such as 1 ¼ ounce create significantly more felt recoil, which can make target re-acquisition more difficult. These hulls contain #8 buckshot which is a popular size for shattering clays. Each round leaves the barrel of your shotgun at a muzzle velocity of 1200 feet per second. This ammunition is made by Winchester for target shooting and shattering clays. When you order this box of ammunition from Winchester you get 250 rounds, which is enough to keep you well stocked for some serious target practice with your shotgun. With 250 rounds you can get out on the skeet course or spend time practicing to improve future scores. This ammunition is also great for punching holes in paper. Winchester has been in business since 1866, and all ammunition is made in the U.S. just as it always has been. Place your order today and give your shotgun a substantial meal.",0,0,0
"|Brand: Pacsafe |Title: Venturesafe X12 Rucksack 13″ Polyester, Nylon schwarz |Price: 76.65 EUR",|Title: Sharp MX-36GTBA Toner schwarz |Price: 49.9 EUR,0,0,0
"|Title: LG 24GL600F 24 Inch 144Hz Gaming Monitor |Price: 24000 BDT |Description: LG 24GL600F 24 Inch 144Hz Gaming MonitorDisplay- 23.6 Inch Full HD, Resolution- 1920 x 1080, Brightness- Brightness (Min.): 240 cd m², Brightness (Typ.): 300 cd m², Response Time- 1ms, Viewing Angle- 170º(R L), 160º(U D), Contrast Ratio- Contrast Ratio (Min.): 700:1, Contrast Ratio (Typ.): 1000:1, Aspect Ratio- Aspect Ratio: 16:9, Refresh Rate- 144Hz, HDMI- Yes, Display Port- Yes, Flicker Free- Yes, Free Sync Support- Yes, Power Type- External Power(Adapter), Power Consumption- Power Consumption (Typ.): 30W, Power Consumption (Max.): 40W, Power Consumption (Sleep Mode): Less than 0.3W, Power Consumption (DC Off): Less than 0.3W, Others- AC Input: 100-240Vac, 50 60Hz, Dimension- Dimension with Stand (W x H x D): 556.8 x 419.8 x 180.6 mm, Dimension in Shipping (W x H x D): 628 x 395 x 131 mm, Dimension without Stand (W x H x D): 556.8 x 333.8 x 61.1 mm, Weight- Weight with Stand: 3.7, Weight without Stand: 3.2, Tilt- Yes, Warranty- 3 years.NEXUS IS OFFERING YOU BEST MONITOR PRICE IN BANGLADESH","|Brand: GARMIN |Title: GARMIN Garmin Striker 4 FishfinderQuickdraw Contour |Price: 159.99 CAD |Description: Finding fish is easier than ever with STRIKER 4 fishfinder. Mark and return to your hot spots, boat ramps and docks, and share your favorite waypoints and routes with other STRIKER and echoMAP™ combos. Smooth Scaling™ graphics provide uninterrupted imager",0,0,0
"|Title: Citizen Eco Drive Men's Watch JY8037-50E |Price: 750.0 USD |Description: Go where the wind takes you with the Citizen Navihawk A-T. With atomic clock synchronization for superior accuracy, this perpetual calendar chronograph receives radio signals both automatically and on-demand in North America, the United Kingdom, Europe, Japan and China. The Navihawk A-T ensures you are always on time, no matter where your journey takes you. The black-tone stainless steel case and mesh bracelet with black dial features world time in 43 cities, 2 alarms, 1 100-second chronograph, 99-minute countdown timer, UTC display, power reserve indicator, hand correction and shock sensing function.Featuring our Eco-Drive technology – powered by light, any light. Never needs a battery. Caliber number U680.","|Title: Johnnie Walker, 12 Y - Black Label |Price: 39.90 EUR",0,0,0
"|Brand: HANNSPREE |Title: HANNSPREE 23.6'' HS246HFW IPS,HDMI,Speakers |Price: 0 |Description: HANNSPREE 23.6'' HS246HFW IPS,HDMI,Speakers","|Title: 9 Seater Wicker Sofa set - Black |Price: 997.00 AUD |Description: Invite your friends and family over for a garden party or just sit back and relax with our Oudoor Sofa Dining Set. Being a 9-seater, the dining set provides enough room for all your guests to sit or for you to have a lie down and enjoy a book. You can arrange the seats in various ways depending on your needs and there are hooks included to secure the seats firmly together. The sofa is made of sturdy powder-coated steel frame with quality PE wicker finish that not only looks stylish but is perfect for outdoor use as it is both UV-resistant and weatherproof. The cushions and pillows on the sofa are 5cm thick to provide ultimate comfort and are waterproof as well. The set also includes a matching table that has a 5mm tempered glass top with buffers for added protection. There is a bonus storage cover for you can protect the set from sun and rain when not in use, so that you can keep enjoying your garden parties for many years to come.Features9-seater sofa dining setPowder-coated steel frameHigh-quality PE wicker finishUV-resistant for 1500 hours5mm thick tempered glass top5cm thick seat cushionsRemovable and washable coversSoft and comfortable pillowsFlexible arrangementEasy assembly*Storage cover is includedSpecifications:Frame material: SteelMaterial: PE WickerTable top: 5mm Tempered glassTable capacity: 70kgChair load-bearing: 300kgUV resistance: 1500 hours Table__118cm x 66xm x 70cm Double seat sofa: 102cm x 53cm x 68cmCorner sofa: 99cm x 53cm x 68cmOttoman__38cm x 38cm x 37cmCushion colour: Dark greyWicker colour: BlackPackage Content 2 x Double seat sofa 1 x Corner sofa1 x Table 3 x Ottoman 3 x Sofa cushion 7 x Pillow 3 x Ottoman cushion 1 x Storage cover 1 x Manual",0,0,0
"|Brand: Omega |Title: Railmaster Omega Co-Axial Master Chronometer 40 mm |Price: 5,200.00 USD |Description: The original OMEGA Railmaster of 1957 was a simple, practical, yet elegant watch designed for railway staff or anyone who worked close to electrical fields. Today, that spirit of innovation has been carried over into an updated model which enhances the Railmaster’s capabilities yet again.The 40mm symmetrical case is made from stainless steel with a wave-edged design featured on the back. The vertically brushed black dial includes brushed stainless steel hands and recessed hour-markers which are all filled with “vintage” Super-LumiNova. There is also a transferred beige “Railmaster” indication which delivers a classic touch.The watch has a fully brushed and integrated stainless steel bracelet and the oriented caseback features a NAIAD LOCK design (patent pending) to keep the wording upright. The watch is driven by the OMEGA Co-Axial Master Chronometer Calibre 8806. Certified at the industry’s highest standard by the Swiss Federal Institute of Metrology (METAS) and able to withstand magnetism of 15,000 gauss, this Railmaster model recalls the superb anti-magnetic qualities of its predecessor.",|Title: AAA Replica Omega Seamaster Planet Ocean 600M Co-Axial 39.5 Master Chronometer Watch 215.33.40.20.03.001 |Description: AAA Replica Omega Seamaster Planet Ocean 600M Co-Axial 39.5 Master Chronometer Watch 215.33.40.20.03.001 for sale from China with good prices.,0,0,0
"|Title: Citizen Red Arrows Watch CA0080-03E |Price: 183.00 GBP |Description: Citizen Red Arrows Watch CA0080-03EMen’s Citizen Eco Drive Red Arrows Watch, Stainless Steel CaseBlack Leather Strap with red stitchingDate, 1 5th Second Chronograph, World time 24 cities, Screw back case, Official Red Arrows insignia on the watch case back.Brand:CitizenPackaging:RED ARROWS Citizen box & Online InstructionsGuarantee:Five Year GuaranteeCase Width:43mmMovement:Eco Drive (Powered by Light, No Battery’s Required)Date Function:YesWater Resistance: 100mWater Resistant 20% Off Recommended Retail Price","|Title: Citizen Men's Eco-Drive AR Strap Watch - Product Code - AW1150-07A |Price: 1.49E2 GBP |Description: 0% Interest Free Credit Available Up To48 MonthsOn Watches £300&OverPrice Match*Registered Official Stockist Of Citizen Eco-DriveTake action and show your inner drive. Smart and sporty the AR collection offers a strong look for any adventure.| Features || Band |Black Polyurethane Rubber Buckle| Dial |White, Luminous Hands and Markers| Case |Stainless SteelD-Crown Proprietary Chroma Finishing Screw-Back Case| Glass |MineralCrystal| Water Resistance |Water Resistant to 100m Swimming, Showering and SnorkellingNever Needs A Battery5 year GuaranteeAny adjustments free of charge.F.O.C.bracelet adjustments can be done same day at Harvey's The Jewellers of Middleton.*Find it cheaper online or instore and we'll match it.",0,0,0
"|Title: Neff 75cm 5 Burner Gas Hob - Stainless Steel | T27DS59N0 |Price: 499.99 EUR |Description: FlameSelect Thanks to the clever control of gas flow, the flame can be precisely adjusted in 9 gradations. Always the same reliable and precise power levels for outstanding cooking convenience.LPG jets (28-30 37mbar) included","|Title: Neff T29DS69N0 90cm 5 Burner FlameSelect Gas Hob - STAINLESS STEEL |Price: 479.00 GBP |Description: Style and sophistication arrive with the Neff T29DS69N0 92cm gas hob. With five heating areas, two standard, two economy and a wok burner this hob will have you cooking up a feast in no time! Featuring Neff's FlameSelect option, you have complete control over your gas flame level. The flame adapts to any dish. Simply select one of 9 levels and you can see how the flame becomes larger or smaller depending on how you need it. Perfect for boiling, simmering or searing! Sturdy cast iron pan supports and a stunning stainless steel finish ensure fashion and functionality in any kitchen.",0,0,0
"|Brand: Ray-Ban |Title: Ray-Ban RB 3025 001 51 Aviator Metal Gold Sunglasses with Brown Gradient Lens |Price: 169.0 USD |Description: Ray-Ban, the world's most beloved eyewear company, continues their legacy by producing classic styles with modern innovations. From the iconic Wayfarer to the original aviator, Ray-Ban eyewear have all the looks for any occasion. From casual to elegant, Ray-Ban surpasses all its competitors in form and function.",|Title: Ray-Ban Sunglass - Round Style Light Havana Tortoise frame with Gradient Brown Lens - RB4184 710 83 |Price: 8.999E1 USD |Description: Product SpecificationRay-Ban Unisex Round Style Sunglass Having Light Havana Tortoise Color Plastic Frame With Gradient Brown Lens ColorBrand: Ray-BanModel: RB4184Style: RoundGender: UnisexFrame Color: Light Havana TortoiseLens Color: Gradient brownLens Technology: PolarizedProtection: 100% UVFrame Material: PlasticFrame Type: Full RimSku: RB4184 710 83Accessories: Full Retail Package*Buy with Confidence 100% Authentic,0,0,0
"|Title: Nautilus XS Coils by Aspire |Price: 1.399E1 GBP |Description: DescriptionNautilus XS Coils by Aspire.Pack of five replacement coils for the Nautilus XS Tank featured on the Rover 2 kit by Aspire. Designed specifically for those vapers who cherish flavour over large clouds of vapour. So bringing you one of the purest taste experiences.The Nautilus XS coils feature a resistance of 0.7 ohms, making them a restricted direct to lung draw. The wattage range is 18-22W.For first time using a new coil, you will need to wait 5 minutes for the cotton to absorb the eliquid. These coils do not fit the Nautilus or Nautilus 2 tanks.","|Title: Nautilus AIO Pod By Aspire |Price: 5.00 GBP |Description: The Aspire Nautilus AIO vape pod is ideal to have as a spare, or to replace an expired pod on the Nautilus AIO e-cigarette. Utilising the popular BVC coils and featuring an adjustable airflow, these replacement pods are convenient and easy to use.",0,0,0
"|Title: ASUS Mouse Gaming ROG Chakram |Price: € 179,00 EUR","|Title: Asus ROG Strix Slice Gaming Mouse Pad |Price: 55 AUD |Description: MINIMUM FRICTION, MAXIMUM ACTIONROG Strix Slice is a thin portable mouse pad with a hard, low-friction surface for swift and smooth glides, and a nonslip silicone base that guarantees a firm grip during fierce action. With a glow-in-the-dark logo and durable polycarbonate surface, Strix Slice elevates your skill in any tournament.Key FeaturesLow-friction surface for fast, unhindered mouse gliding that tracks even the smallest movements, and ideal for both optical and laser mice.Cyberpunk theme with glow-in-the-dark ROG logo to stand out in every tournament.Ultrathin design for sleek appearance and easy portability.Durable, easy-to-clean surface ensures the best performance game after game.Nonslip silicone base keeps its grip on your worktop or table, no matter how fierce the action.",0,0,0
