Entity1,Entity2,GPT_only_response,GPT_Travily_response,y_true,ChatGPT40-mini_baseline_y_pred,WebRag_y_pred
Brand: Shimano  Title: Shimano Shimano M540 SPD Pedal W Cleats  Price: 79.99 USD  Description: Shimano M540 SPD bike pedals feature an open pattern that helps shed mud for worry free riding," Title: 2.27KG - 5.0LB   Choc Coconut  Price: 9.995E1 AUD  Description: OPTIMUM NUTRITION 100% WHEY GOLD STANDARD100% Whey Gold Standard is a lean protein blend from Optimum Nutrition.It uses a blend of whey protein isolate, whey protein concentrate and whey peptides to produce a product that is a high protein, low carbohydrate and low fat.Each scoop packs 24g protein,5.5g BCAA’s and over 4g of glutamine for a very versatile protein powder.Whey protein is naturally high in amino acids, in particular, leucine. This is a key amino acid for triggering protein synthesis.Whey is also very similar to human tissue making it very easy for us to utilise.This mixes with ease, tastes fantastic and offers excellent value for money. With 4 sizes and 17 flavours to choose from, there is something for everyone.Optimum also went the extra mile adding digestive enzymes to every scoop to ensure it breaks down and absorbs without any upset stomachs.Whole food is still the king when it comes to nutrient intake. That being said there are times throughout the day a faster-digesting source can be of benefit. First thing in the morning and post-workout are times when protein intake is very important. Demand is very high and a fast-acting protein source is required. Whey protein is ideal at this time. High in amino acids and easily digested this speeds up the recovery process.HOW DO I USE 100% WHEY GOLD STANDARD?Mix 1 serving of Gold Standard 100% Whey in 300ml water in the morning with breakfast and again post-workout. These are times our bodies require a faster acting protein source.HOW MUCH DOES IT COST?100% Whey Gold Standard is $99.95 and has 74 serves making it $1.35 serve. This is for the 5lb 2.27kg size of the product. The bigger size offers even better value for money!SHOULD I USE ANYTHING ELSE WITH THIS FOR BEST RESULTS?If your goal is to increase muscle size and strength we’d recommend taking creatine aswell. Simply add 10gm to your post-workout shake","('No, 100% certainty.',)","('No, 100% certain.',)",0,0,0
" Title: Mountain Sport Disc Brake Pads (Magura)  Price: 16.99 USD  Description: Jagwire's Mountain Sport Disc Brake Pads (Magura) feature a low-noise, semi-metallic compound mounted to a steel backing plate for excellent brake performance and durability.",Brand: Shimano  Title: Shimano Shimano Disc Brake XT 2-Piston M8100 - Rear  Price: 174.99 USD,"('No, 95%',)","('No, 95%',)",0,0,0
" Title: Electrolux 8kg UltimateCare 800 Heat Pump Dryer with WiFi Enable  Price: 1499 AUD  Description: With a 7-star energy rating and multiple drying programs, the Electrolux 8kg UltimateCare 800 Heat Pump Dryer with WiFi Enable is a practical choice for completing a busy household’s laundry room ensemble.", Title: Shimano Ultegra PD-R8000 SPD-SL Pedals  Price: 14003 JPY  Description: Shimano Ultegra PD-R8000 SPD-SL PedalsPedal System: SPD-SLAverage Weight: 248gOne set of Shimano SH11 cleats included,"('No, 100%',)","('No, 100%',)",0,0,0
 Title: Epson WF-C81xx   WF-C86xx Ink Cartridge L Yellow  Price: 44.73 EUR  Description: WF-C81xx   WF-C86xx Ink Cartridge L Yellow, Title: Original Epson T0615 Ink Cartridges Multipack  Price: 5.999E1 GBP,"('No, 95%',)","('No, 85%',)",0,0,0
" Title: Seagate Backup Plus Slim STHN2000406hard drive - 2 TB - USB 3.0  Price: 68.96 GBP  Description: Features mobile backup using the Seagate Mobile Backup AppProtect your stuff with easy, flexible backupsBack up from Facebook and Flickr and share to YouTubeEasy to share files between Windows and Mac computersUSB 3.0 plug-and-play with no bulky power supply adapters", Title: Seagate Backup Plus Slim 2TB silber,"('Yes, 90%',)","('Yes, 95%',)",0,1,1
" Title: Evans EQ3 Frosted Bass Drum Head, 20\""  Price: 62.00 GBP  Description: Evans EQ3 20\"" Frosted Bass Drum Head-BD20GB3C.The EQ3 two-ply frosted bass drum head comes fitted withan internal overtone control ring along witha removable muffle ring for extreme articulation and ultimate endurance.The Evans EQ3 series drum heads feature two plies of 6.5mil film and delivera controlled low-end rumble and focused attack. Due to its articulation and endurance, the EQ3 drum heads are especially suitable for live playing and will not distort under heavy hitting.Size:20\"""," Title: Evans 20\"" EQ3 Coated BD20GB3C  Price: 50.5 EUR  Description: Shipping: 6 € (Peninsula and Balearic Islands)Delivery times: 1-2 business days from shipment for stock itemsFree delivery for orders over 300 €Store pickup: You can pick up free of charge at our shop in Sevilla More information about Shipping & DeliveryIf you are not satisfied, we accept returns and exchanges for 15 calendar days from the delivery of the order.More information on returns and exchanges","('No, 80%',)","('No, I am 85% certain.',)",1,0,0
 Title: Black Bay S&G Automatic Men’s Watch  Price: 3070 GBP,Brand: Seiko Watches  Title: Seiko Prospex Diver Automatic SPB053 SPB053J1 SPB053J Men's Watch  Price: 1127.00 AUD  Description: Features:Stainless Steel CaseSilicone StrapAutomatic MovementCaliber: 6R1523 JewelsSapphire CrystalBlue DialAnalog DisplayLuminous Hands And MarkersDate DisplayScrew Down CrownBuckle Clasp200M Water ResistanceApproximate Case Diameter: 42.6mmApproximate Case Thickness: 13.8mm,"('No, 95%',)","('No, 100%',)",0,0,0
 Title: Baseus S09 Bluetooth Wireless Earbuds  Price: 26.00 USD  Description: Quality sound Comfortable to wear Magnetic function Quick recharge IPX5 waterproof," Title: Bluetooth In-Ear Earphones with Microphone  Price: 40.00 USD  Description: Item Type: In-Ear EarphonesMaterial: Metal, PlasticCable Length: 60 cm   23.62 inchStandby Time: 100 hoursAction Time: 5 HoursBrand: BaseusFeature: BluetoothPackage Includes:1 x Earphones","('No, 70%',)","('No, 80%',)",1,0,0
" Title: Omega Seamaster 300 Men's Brown Leather Strap Watch  Price: 5000 GBP  Description: From the Seamaster 300 collection, this elegant timepiece by iconic brand Omega is a streamlined update on the original model. Crafted in sleek stainless steel with a classic brown leather strap, black dial, tachymeter bezel, distinctive indices and classic branding, this unique watch also features Omega's prestigious Master Co-Axial Movement.", Title: Electrolux 8kg Heat Pump Clothes Dryer  Price: 1398 AUD  Description: 8kg Front Load Dryer,"('No, 100%',)","('No, 100%',)",0,0,0
 Title: Tube (27.5-inch x 3.0 Presta Valve)  Price: 14.99 USD  Description: The Q-Tubes Standard Line Presta Valve tubes feature QBP's widest variety of tube sizes and valve lengths with a proven record of high quality control and consistent availability- 0.9mm wall...,Brand: QBP  Title: Bicycle Tube 650B x 2.0-2.25 Presta Valve  Price: 10.99 USD  Description: The Q-Tubes Standard Line Presta Valve tubes feature QBP's widest variety of tube sizes and valve lengths with a proven record of high quality control and consistent availability.--The Q-Tubes Standard Line Presta Valve tubes feature QBP's widest variety of tube sizes and valve lengths with a proven record of high quality control and consistent availability.,"('No, 85%',)","('No, 70%',)",0,0,0
" Title: Optimum Nutrition Gold Standard Whey Protein Powder  Price: 54.99 GBP  Description: From runners to rugby players and tennis players to triathletes, whenever any type of athlete trains or competes their muscles need preparing and repairing to put them in the best shape next time out.Help kick starts your muscle growth with Optimum Nutrition’s Gold Standard 100% Whey. The world’s #1 selling whey protein powder delivers24 grams of protein with low levels of fat and 120 calories.5.5 grams of naturally occurring BCAA in each serving4 g glutamine & glutamine acidIngredientsProtein Blend (Whey Protein Isolates*, [Contains Emulsifier: Soy Lecithin], Whey Protein Concentrate*, Whey Peptides*), Flavorings, Cookie Biscuit Crumbs, Wheat Flour, Sugar, All-Vegetable Shortening, Reduced Fat Cocoa Powder, Salt, Raising Agent [Sodium Bicarbonate]), Salt, Stabilizers (Carrageenan, Guar Gum), Sweeteners (Sucralose, Acesulfame Potassium), Enzyme Complex (Amylase, Protease, Cellulase, Beta-D-Galactosidase, Lipase).Ingredients and nutritional values mayvary slightly depending on flavour.NutritionCalories111 KCALProtein24 GCarbohydrate2.4GOf Which Sugars1.3 GFat0.8GOf WhichSaturates0.5 GFibre0.1 GIngredients and nutritional values mayvaryslightly depending on flavour."," Title: Optimum Nutrition, Gold Standard 100% Whey, Delicious Strawberry, 5 lbs (2.27 kg)  Price: 1456.36 MXN  Description: For Muscle Support & Recovery24 g Protein - Helps Build and Maintain Muscles‡5.5 g BCAAs** - Supports Endurance and RecoveryNaturally & Artificially FlavoredWhey Protein Isolates - Primary SourceBanned Substance Tested100% of the Protein from WheyProtein Powder Drink Mix73 ServingsNo Artifical Growth Hormones♦Strength TrainingSports PerformanceActive LifestyleAuthentic Optimum Nutrition ProductGluten FreeInformed-Choice - Trusted by SportWhy GOLD STANDARD 100% WHEY™ ?Packed with 24 grams of high-quality protein per serving to help build muscle‡.Whey Protein Isolate (WPI) is the primary ingredient with further carbs and fat 'isolated' out.11 grams of naturally occurring Essential Amino Acids (EAAs) to support muscle recovery.The GOLD STANDARD® for protein quality, fueling over 2 billion workout recoveries worldwide since 1998.OPTIMUM® NUTRITION has been trusted to provide the highest quality in post-workout recovery, pre-workout energy, and on-the-go sports nutrition for over 30 years and in 90+ countries. After careful supplier selection, each ingredient is tested to assure exceptional purity, potency and composition. We hold ourselves to the highest production standards, all so you can unlock your body's full potential.**Naturally Occurring Amino Acids‡When taken over time with regular resistance training♦No significant difference has been shown between milk derived from rBST-treated and Non-rBST treated cows.Informed-Choice is a quality assurance program for sports nutrition products. The program certifies that nutritional supplements that bear the Informed-Choice logo had been tested for banned substances by the world class sports anti-doping lab, LGC Limited.","('Yes, 90%',)","('Yes, 90%',)",0,1,1
" Title: D'Addario XL Nickel Wound Balanced Tension Electric Guitar Strings  Price: 5.49 USD  Description: D'Addario XL Nickel Wound Balanced Tension Electric Guitar StringsD'Addario XL Nickel Wound Balanced Tension Electric Guitar Strings are comprised of mathematically optimized string gauge combinations, resulting in greater control and playing comfort. Combined with the distinctive bright tone of XL nickel wound strings, each set offers greater dynamic control and a more consistent feel between strings for evenly balanced bending, strumming, fretting, picking, plucking and slapping.Order yourD'Addario XL Nickel Wound Balanced Tension Electric Guitar Strings from Kincaid's Is Music today!","Brand: Targus  Title: Privacy Screen 17\"" (4:3)  Price: 77,99 EUR","('No, 100%',)","('No, 100%',)",0,0,0
 Title: 5J.J2D05.011 BenQ Projector Lamp Replacement  Price: 222.46 USD  Description: 5J.J2D05.011 BenQ Projector Lamp Replacement. Projector Lamp Assembly with High Quality Genuine Original Philips UHP Bulb Inside.," Title: Original Lamp For BENQ SP920P Lamp 2  Description: An original replacement projector lamp is equipped with an original bulb, thus ensuring an optimum lifespan and the best possible image quality. Brand: BenQ, Form: Replacement Lamp, For Use With: Benq SP920P (Module 2) Projector, For use in: BenQ SP920P Barcode: 4718755010279","('No, 80%',)","('No, 75%',)",1,0,0
"Brand: Asus  Title: ASUS ZenScreen 15.6\"" FHD IPS, USBC, Flicker Free, Blue Light Filter, Anti Glare Portable Screen (MB1  Price: 209.988 GBP  Description: Portable Monitor, USB-C connection, Blue Light Filter to pretect your eyes, Slim Design, Lightweight, Grey in Colour, IPS Panel"," Title: Asus 15,6"" ZenScreen MB16AP  Price: 2502.00 DKK  Description: 1920x1080 IPS, 800:1, Smart Case, Battery, USB-C","('Yes, 85%',)","('No, I am 85% certain.',)",0,1,0
 Title: BlueSolar PWM-Pro Charge Controller 12 24V-20A  Price: 97.94 AUD," Title: BLUE SOLAR PWM-PRO 12 24V 10A  Description: The BlueSolar PWM-Pro series is ready for use with its default settings. It also is fully programmable: - With help of a computer and software - With the dedicated BlueSolar Pro Remote Panel.Features- Lighting control function, fully programmable.- Three stage battery charging (bulk, absorption, float), fully programmable.- Integrated battery monitor function (Remote Panel needed to display state of charge).- Load output with low voltage disconnect and manual control (default setting).- Optional external temperature sensor.- Load output protected against over load and short circuit.- Protected against reverse polarity connection of the solar array and or battery.","('No, I am 85% certain.',)","('No, 75%',)",0,0,0
Brand: Neff  Title: Neff K1514X7GB Built In Larder Fridge  Price: 380 GBP  Description: Product code: K1514X7GB Colour - White Capacity (Gross) - 154 litres Reversible Door Sliding Door Hinge System Guarantee - 2 years parts and labour,"Brand: Samsung  Title: Samsung BRB260130WW Frost Free Built In Fridge Freezer - A+ Energy Rated  Price: 629.00 GBP  Description: The BRB260130WW boasts a variety of innovative features to help you get the best out of your fridge freezer. Samsung’s SpaceMaxTM technology uses slimmer insulation to increase internal net storage capacity– up to an impressive 267 litres. That’s enough space for 16 bags of shopping, for a medium to large family or those who like to entertain guests.Find defrosting appliances a chore? Thanks to the Total No Frost feature, excess moisture is collected and drained away while maintaining a constant temperature. The result – no more ice build-up and never having to defrost your fridge freezer manually. Plus, All-Around cooling ensures every item stored is cooled evenly in the fridge and freezer, keeping your food fresher for longer.Samsung’s BRB260130WW also has an A+ energy efficiency rating. This fridge freezer has a Digital Inverter Compressor which varies its power and running speed according to how much cooling is needed. This means it uses less energy, saving you money on your bills and minimising your impact on the environment.A variety of storage options in the BRB260130WW provide plenty of options to store your groceries. In the fridge you will find:Four spill proof glass shelvesFive door balconiesOne wire shelfTwo salad binsUse the special wire rack to store your wine or bottle of bubbly for that special occasion, and the handy LED light illuminates the entire fridge interior, to help you see everything clearly.In the freezer you will find two clear drawers and an Easy Slide shelf – ideal for reaching items at the back. Its four star freezer rating means you can keep frozen foods for up to 12 months, and you have 14 hours of safe storage in the event of a power failure. What’s more, the Power Freeze function provides a burst of power to freeze items quickly – ideal if you’ve just done the weekly shop","('No, 95%',)","('No, 95%',)",0,0,0
 Title: GarminStriker Fishfinder w Gps & Crirp Sonar  Price: 229.98 CAD," Title: Evolve 80 MS, Stereo, USB-C  Description: The Jabra Evolve 80 is designed to be compatible with smartphones and tablets via the jack-plug that connects to the USB-controller. As the number of smartphones and tablets with USB-C are increasing, Evolve 80 USB-C users might also want to connect the headset to their personal devices. In most cases this should work seamlessly, but for some certain mobile phones and tablets, there might be a compromise in the performance of audio and remote call control functionality (e.g. answering, ending call, muting). For this reason, and to set the right expectations for our end users, we have added a note about this in the Evolve 80 Quick Start Guide, as well as on the packaging itself – using the sticker depicted on the left.","('No, 95%',)","('No, 100%',)",0,0,0
" Title: uni POSCA Acrylic Paint Marker - PC-3M Fine - 16 Color Set  Price: 41.40 USD  Description: The POSCA Acrylic Paint Marker PC-3M Fine 16 Color Set contains black, white, red, yellow, blue, light blue, green, light green, pink, orange, violet, beige, grey, brown, gold and silver.", Title: Uni Pc3M Posca Marker Brown  Price: 2.94 GBP,"('Yes, 85%.',)","('No, 75%',)",0,1,0
Brand: DJI  Title: DJI DJI | Mavic 2 Enterprise Dual - with Enterprise Shield Basic CP.EN.00000107.01  Price: 3929.99 CAD," Title: DJI Mavic 2 Enterprise Dual  Price: 999999 EUR  Description: Mavic 2 Enterprise Dual - 4 Rotoren - 12 MP - 3840 x 2160 Pixel - 0,899 kg - 3850 mAh - Schwarz - Grau","('Yes, 95%',)","('Yes, 95%',)",0,1,1
" Title: Cooler Master MF200R RGB LED Vifte  Price: 207.00 NOK  Description: RGB LED, 200x 200 x 25mm, 850 ± 150RPM, 90 CFM, 28 dBA, 3-Pin",Brand: Cooler Master  Title: Cooler Master MasterLiquid ML240L RGB V2 240mm Liquid CPU Cooler MLW-D24M-A18PC-R2 | PCByte  Price: 99.0 AUD  Description: New Generation Dual Chamber PumpEnlarged Surface Area on RadiatorNew SickleFlow 120 RGBReinforced Sealing for Anti-Leaking Prevention,"('No, 90%',)","('No, 85%',)",0,0,0
 Title: 2TB Backup Plus Slim - Red  Price: 119.99 NZD  Description: Textured metal finish fits in with modern lifestyle elements.," Title: Seagate Backup Plus Slim 2 To - Gris  Price: 89.99 EUR  Description: Disque dur externe 2.5"" - USB 3.0","('Yes, 90%',)","('Yes, 95%',)",0,1,1
" Title: Shure SM58 Dynamic Handheld Vocal Microphone  Price: 99.00 USD  Description: Here we have a new Shure SM58LC Handheld Dynamic Vocal Microphone.The legendary Shure vocal mic is tuned to accentuate the warmth and clarity of lead and back-up vocals. It's consistently the first choice of performers around the globe.If you have any questions, give us a call or stop by to check out and save on a new Shure SM58LC mic today.", Title: Shure PGA58 XLR Cardioid Dynamic Vocal Microphone  Price: 54.00 USD,"('No, 90%',)","('No, 90%',)",0,0,0
 Title: SPECIALIZED RENEGADE 2BR TIRE 29X2.3  Price: 39.90 EUR,Brand: Specialized  Title: PURGATORY GRID 2BR TIRE 29X2.6  Price: 44.90 EUR  Description: PURGATORY GRID 2BR TIRE 29X2.6,"('No, 95%',)","('No, 85%',)",0,0,0
" Title: Seagate Backup Plus Slim STHN2000406hard drive - 2 TB - USB 3.0  Price: 68.96 GBP  Description: Features mobile backup using the Seagate Mobile Backup AppProtect your stuff with easy, flexible backupsBack up from Facebook and Flickr and share to YouTubeEasy to share files between Windows and Mac computersUSB 3.0 plug-and-play with no bulky power supply adapters","Brand: Seagate  Title: Seagate Backup Plus Slim 2TB USB 3.1 (Gen 1 Type-A) Portable External Hard Drive - Red  Price: 70.99 USD  Description: Backup Plus Slim 2TB USB 3.1 (Gen 1 Type-A) Portable External Hard Drive - Red. The Seagate Backup Plus Slim Portable Drive for Mac is the simple, one-click way to protect and share your entire digital life. Perfect to take on the go, the sleek metal case design allows for the thinnest portable hard drive available with up to 2TB of capacity. It goes anywhere, without getting in your way.","('Yes, 85%',)","('Yes, 90%',)",0,1,1
"Brand: Garmin  Title: GARMIN Replacement Band Black For Forerunner 935 010-11251-0Q  Price: 19.99 GBP  Description: REPLACEMENT BLACK WATCH BAND FR935Stay stylish and sport-ready by swapping out your Forerunner watch band for a new color on compatible models. Simply remove your current watch band and screw on the new band for a comfortable and enhanced fit. Band, pins and pin removal tools included. Individual colors sold separately","Brand: Garmin  Title: Garmin Forerunner 935 945 Watch Band - Black with Slate Hardware (010-11251-2C)  Price: 45.00 AUD  Description: Garmin 22mm Watch Band - Black Slate (Forerunner 945)Stay stylish and sport-ready by swapping out your compatible watch band for a new color on your Garmin Forerunner 945 935. Simply remove your current watch band and screw onthe new band for a comfortable and enhanced fit. Band, pins and pin removal tools included.This band originally came with the Forerunner 945.","('Yes, 90%',)","('Yes, 85% certain.',)",0,1,1
Brand: Shimano  Title: Shimano BR-M8120 XT 4-Piston Disc Brakes - Rear Brake (1700mm)  Price: 209.99 USD," Title: Deore XT BL-M8100 BR-M8120 Disc Brake and Lever  Price: 209.99 USD  Description: With a focus on reduced weight and cross-country tuned stopping power, Shimano Deore XT brakes provide intuitive modulation so that you can explore your limits with confidence. The levers feature...","('Yes, 80%',)","('Yes, 85%.',)",0,1,1
 Title: APC Smart-UPS XL 48V Battery Pack Tower Rack Convertible," Title: Lezyne Pressure Over Drive 2.5 Floor Pump Abs-1 Pro Chuck  Price: 139.99 USD  Description: * High pressure floor pump with air tank allowing tubeless tire inflation* Overcharge pressure protection* Analog gauge integrated on the air tank* Rapid air release foot peg* Alloy, Steel, and Wood construction* Head: ABS-1 Pro","('No, 100%',)","('No, 95%',)",0,0,0
 Title: Optimum Nutrition Gold Standard 100% Whey Chocolate Coconut - 5 lbs  Price: 2061.12 MXN," Title: Optimum Nutrition Gold Standard 100% Whey 5 lbs 73 Servings FREE SHIPPING  Price: 59.99 USD  Description: Optimum NutritionGold Standard 100% Whey 5 lbsWhey Protein Isolates (WPI) are the purest form of whey protein that currently exists. WPIs are costly to use, but the rate among the best proteins that money can buy. That's why they're the first ingredient you read on the Gold Standard 100% Whey label. By using WPI as the primary ingredient along with premium ultra-filtered whey protein concentrate (WPC), we're able to pack 24 grams of protein into every serving. ON's attention to detail also extends to mixability. This superior quality powder has been instant to mix easily using a shaker cup or just a glass and spoon. There's no doubt that this is the standard by which all other whey proteins are measured.Whey Protein Isolate (WPI) Main IngredientWhey Protein Microfractions from Whey Protein Isolates & Ultra-Filtered Whey Protein ConcentrateOver 4 Grams of Glutamine & Glutamic Acid in Each ServingMore Than 5 Grams of the Naturally Occurring Branched Chain Amino Acids (BCAAs) Leucine, Isoleucine, and Valine in Each ServingThe \""Gold Standard\"" for Protein Quality","('Yes, 90%',)","('Yes, 95%',)",0,1,1
" Title: Sig Sauer ROMEO Zero Reflex Sight 1X Power 6MOA Dot  Price: 199.99 USD  Description: No one understands the need for uncompromising accuracy better than SIG SAUER. SIG has developed truly game-changing optics for all types of shooters: military, law enforcement, hunters and competitive shooters.Advanced electronic technologiesMilitary-inspired designsMaximum clarity, accuracy and performanceUPC798681618965ManufacturerSig SauerManufacturer Part #SOR01600ModelROMEO ZeroTypeRed DotPower1XObjectiveNAReticleRed DotColorBlackSize6MOASubcategoryRed Dot Sights & Non-Magnified Optics","Brand: Sig Sauer  Title: Sig Sauer Romeo Zero Micro Red Dot Sight with 3 MOA Red Dot  Price: 194.99 USD  Description: Sig Romeo Zero Micro-Compact P365 P365XL Red Dot Sight w  3 MOA Dot. Made with a weapons grade polymer housing this red dot will be durable enough to sustain EDC and light enough so you won't notice it. Measuring less than an inch wide and 1.6\"" long and featuring an integrated rear sight, this red dot has everything you need to upgrade your P365 or P365XL. It has a SpectraCoat HD lens, 8 adjustable red dot brightness settings and over 20,000 hours of battery life using one CR1632 battery. The absolute best bang for your buck when it comes to upgrading your P365 or P365XL red dot sight.Sig Romeo Zero Micro-Compact P365 P365XL Red Dot Sight w  3 MOA Dot Features:Made from weapons grade polymer housing3 MOA Red DotAdjustable brightness with 8 settings20,000 hour battery lifeUses one CR1632 batterySpectraCoat HD lensHighly efficientUltra-wide broadbandAnti-reflectingProvides superior light transmissionRear sight integrated into the back of the red dot0.9 Inches wideThis is also available with a 6 MOA dot here: Romeo Zero Red Dot Sight with 6 MOA Red Dot","('Yes, 90%',)","('Yes, 90%',)",0,1,1
 Title: APC SUA48RMXLBP3U Smart-UPS XL 48V RM 3U Battery Pack  Price: 939 SGD  Description: APC SUA48RMXLBP3U Smart-UPS XL 48V RM 3U Battery PackModel: SUA48RMXLBP3U, Title: APC Smart-UPS XL 48V Battery Pack - Battery enclosure - 48 V - 2 x Lead Acid- 5U  Price: 9.055E2 EUR  Description: APC SUA48XLBP APC Smart-UPS XL 48V Battery Pack - Battery enclosure - 48 V - 2 x Lead Acid- 5UAPC Smart-UPS XL 48V Battery Pack - Battery enclosure - 48 V - 2 x Lead Acid- 5UFeatures:-Cascading capabilities. -Hot Swap Batteries. -Intelligent battery management.Energy managementOutput power capacity (VA)3000 VANominal input voltage48 VNominal output voltage48 VBattery technologySealed Lead AcidTechnical detailsOutput power2200 WColourColour of productBlackWeight & dimensionsDimensions W x D x H196 x 503 x 432 mmWeight & dimensionsWeight66360 gEnvironmental conditionsOperating temperature range (T-T)0 - 40 °COperating relative humidity range0 - 95 %Operating altitude0 - 3000 mStorage temperature range (T-T)-15 - 45 °CStorage relative humidity range0 - 95 %Non-operating altitude0 - 15000 mAPC Smart-UPS XL 48V Battery Pack - Battery enclosure - 48 V - 2 x Lead Acid- 5U,"('No, I am 85% certain.',)","('Yes, 85%',)",0,0,1
"Brand: Targus  Title: Privacy Screen 19\""W (16:10)  Price: 97,99 EUR","Brand: Targus  Title: Targus Privacy Screen 12.1\""W Anti-glare screen protector Desktop Laptop Universal 1 pc(s)  Price: 41.556001 GBP","('No, 90%',)","('No, 80%',)",0,0,0
 Title: Optimum Nutrition Gold Standard 100% Whey Chocolate Coconut - 5 lbs  Price: 2061.12 MXN," Title: Optimum Nutrition Gold Standard Whey Protein Powder  Price: 54.99 GBP  Description: From runners to rugby players and tennis players to triathletes, whenever any type of athlete trains or competes their muscles need preparing and repairing to put them in the best shape next time out.Help kick starts your muscle growth with Optimum Nutrition’s Gold Standard 100% Whey. The world’s #1 selling whey protein powder delivers24 grams of protein with low levels of fat and 120 calories.5.5 grams of naturally occurring BCAA in each serving4 g glutamine & glutamine acidIngredientsProtein Blend (Whey Protein Isolates*, [Contains Emulsifier: Soy Lecithin], Whey Protein Concentrate*, Whey Peptides*), Flavorings, Cookie Biscuit Crumbs, Wheat Flour, Sugar, All-Vegetable Shortening, Reduced Fat Cocoa Powder, Salt, Raising Agent [Sodium Bicarbonate]), Salt, Stabilizers (Carrageenan, Guar Gum), Sweeteners (Sucralose, Acesulfame Potassium), Enzyme Complex (Amylase, Protease, Cellulase, Beta-D-Galactosidase, Lipase).Ingredients and nutritional values mayvary slightly depending on flavour.NutritionCalories111 KCALProtein24 GCarbohydrate2.4GOf Which Sugars1.3 GFat0.8GOf WhichSaturates0.5 GFibre0.1 GIngredients and nutritional values mayvaryslightly depending on flavour.","('Yes, 85%',)","('Yes, 95%',)",0,1,1
" Title: Rolex Datejust 31 Oystersteel 18 ct yellow gold M278343RBR-0019 Replica  Price: 121.5 USD  Description: To buy a Genuine Rolex Datejust 31 Oystersteel 18 ct yellow gold M278343RBR-0019 May cost Several thousands,Yes,It is a good idea to buy one,This Luxury watches is look so good,But if you just want try some other style,or you have no enough budget,I recommend our AAA 1:1 replica watch,perfect functions,1:1 look and only cost you about $150.Basic information for Genuine watchSpecificationsReference: 278343RBRModel case: Oyster, 31 mm, Oystersteel, yellow gold and diamondsOyster architecture: Monobloc middle case, screw-down case back and winding crownDiameter: 31 mmMaterial: Yellow Rolesor - combination of Oystersteel and 18 ct yellow goldBezel: Domed, set with diamondsWinding crown: Screw-down, Twinlock double waterproofness systemCrystal: Scratch-resistant sapphire, Cyclops lens over the dateWater-resistance: Waterproof to 100 metres 330 feetMovement: Perpetual, mechanical, self-windingCalibre: 2236, Manufacture RolexPrecision: -2 +2 sec day, after casingFunctions: Centre hour, minute and seconds hands. Instantaneous date with rapid setting. Stop-seconds for precise time settingOscillator: Syloxi hairspring in silicon with patented geometry. High-performance Paraflex shock absorbersWinding: Bidirectional self-winding via Perpetual rotorPower reserve: Approximately 55 hoursBracelet: Oyster, flat three-piece linksBracelet material: Yellow Rolesor - combination of Oystersteel and 18 ct yellow goldClasp: Folding Oysterclasp with Easylink 5 mm comfort extension linkDial: Silver set with diamondsGem-setting: Diamonds in 18 ct gold settingsCertification: Superlative Chronometer (COSC + Rolex certification after casing)Notice: Thereplica Rolex Datejust m278343rbr-0019 is look perfect,inside the watch is Asian Movement,Automatic or Quartz(if the watch have Chronograph or Genuine is quartz).No Genuine Box and paper default,If you need,you can buy one on our site."," Title: Replica watch Replica Rolex Datejust 31 18 ct Everose gold M278275-0027  Price: 122.4 USD  Description: Are you looking for the AAA qualitywith low price replica Replica Rolex Datejust 31 18 ct Everose gold M278275-0027 watch? Watchesyoga.co will be your good choice,We can offer Grand choice 1:1 Replica watches include almost all luxury brands,Offer the best replicas with a reasonable price,It is the best Choice below $300.Basic information for Genuine watchSpecificationsReference: 278275Model case: Oyster, 31 mm, Everose goldOyster architecture: Monobloc middle case, screw-down case back and winding crownDiameter: 31 mmMaterial: 18 ct Everose goldBezel: FlutedWinding crown: Screw-down, Twinlock double waterproofness systemCrystal: Scratch-resistant sapphire, Cyclops lens over the dateWater-resistance: Waterproof to 100 metres 330 feetMovement: Perpetual, mechanical, self-windingCalibre: 2236, Manufacture RolexPrecision: -2 +2 sec day, after casingFunctions: Centre hour, minute and seconds hands. Instantaneous date with rapid setting. Stop-seconds for precise time settingOscillator: Syloxi hairspring in silicon with patented geometry. High-performance Paraflex shock absorbersWinding: Bidirectional self-winding via Perpetual rotorPower reserve: Approximately 55 hoursBracelet: President, semi-circular three-piece linksBracelet material: 18 ct Everose goldClasp: Concealed folding CrownclaspDial: Dark rhodiumCertification: Superlative Chronometer (COSC + Rolex certification after casing)Buy High quality Replica Tag Heuer Carrera Calibre 16 Chronograph 41mm Mens Watch CBM2110.BA0651 From China with low Price,Cheap 1:1 fake tag heuer Carrera CBM2110.BA0651 perfect functions.","('No, 70% certain.',)","('No, I am 95% certain.',)",0,0,0
Brand: Crucial  Title: Crucial Memorie Ballistix Black 16GB(2x8GB) DDR4 2666MHz CL16 Dual Channel Kit  Price: 322.01 RON, Title: Uni Pc3M Posca Marker Brown  Price: 2.94 GBP,"('No, 100% certainty.',)","('No, 100%',)",0,0,0
